I0626 22:19:31.832112  1996 server.go:1349] Starting language server process with pid 1996
I0627 01:35:41.607260  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:35:41.607260  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:35:45.019053  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5073a0dc5f50cae3 ResponseID: v_4-atrgLqSDkdUP683jkQ0
I0627 01:35:45.199724  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:35:45.199724  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:35:48.172581  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb8f3071529b96dd9 ResponseID: w_4-arLpGry8xN8P5M2G-Ao
I0627 01:35:48.462163  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:35:48.462163  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:35:53.654201  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x15c3ed3f5ed105c4 ResponseID: yP4-av3VNdWensEPlajA8AU
I0627 01:35:54.055476  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:35:54.055476  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:35:57.891304  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf322fa8a4db9d1f ResponseID: zf4-asbyAcy7vdIPs4DlgQc
I0627 01:35:58.078352  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:35:58.079274  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:01.066791  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa8129be65f557683 ResponseID: 0P4-au-lDpfHkdUPnJ6lGA
I0627 01:36:01.302366  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:01.302366  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:04.059507  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5a8792e3e4ce0c17 ResponseID: 0_4-atagGfK9nsEPx_LYkAM
I0627 01:36:04.503485  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:04.504565  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:10.142688  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9d32a462687c765a ResponseID: 2f4-asHIHa-2xN8P85HnsQo
I0627 01:36:11.073169  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:11.073169  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:15.061829  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x580b682ad093c507 ResponseID: 3v4-aveSBZfHkdUPnJ6lGA
I0627 01:36:15.283349  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:15.283349  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:18.608010  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8e032e0a2b244ceb ResponseID: 4f4-apjTOr32nsEPuf71oQM
I0627 01:36:18.883321  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:18.884363  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:22.008714  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xeb0ca8e087b9615f ResponseID: 5f4-aruoBJ6hvdIP643ZwAU
I0627 01:36:22.206810  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:22.207726  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:25.319288  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x248d6894b567f6a6 ResponseID: 6P4-aqnaGPOZkdUP7rGzmA0
I0627 01:36:25.386046  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 303
I0627 01:36:25.538247  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:25.539248  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:47.140536  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=303, approved=true, sandboxOverride=false, persistGrants=[]
I0627 01:36:47.141589  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 303 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 01:36:50.926517  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd67dd03ebf36c41f ResponseID: Af8-atewOvjj7M8PvrfIwAU
I0627 01:36:51.137726  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:51.137726  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:54.772630  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x339fb0597fdb657e ResponseID: Bf8-aoDKFoW8kdUPlrDYsQM
I0627 01:36:54.839923  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 307
I0627 01:36:55.564535  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:36:55.565183  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:36:58.451889  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=307, approved=true, sandboxOverride=false, persistGrants=[]
I0627 01:36:58.451889  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 307 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 01:37:04.923884  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb9a3909c0944dd1a ResponseID: D_8-aoiZKcjikdUPvsDUKA
I0627 01:37:04.964346  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 309
I0627 01:37:05.134522  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:37:05.135530  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:37:08.364815  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=309, approved=true, sandboxOverride=false, persistGrants=[]
I0627 01:37:08.364815  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 309 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 01:37:16.796577  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9c8833e409badfa1 ResponseID: G_8-aqWHOL7_nsEPlbfPsAE
I0627 01:37:16.959306  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:37:16.959306  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:37:20.580004  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8d13aad92f5c84c9 ResponseID: H_8-avjkD9zi7M8P_JGwiQQ
I0627 01:37:22.982939  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:37:22.983342  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:37:26.777304  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfcfa938262c28fa3 ResponseID: Jf8-ao_aHKP-nsEP59KkiQQ
I0627 01:37:27.398851  1996 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
I0627 01:37:27.418909  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:37:27.418909  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:37:34.295427  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x10cc235234aae22c
I0627 01:39:16.812013  1996 input_loop.go:34] HandleUserInput called with text: "edit the ValidationBehavior to be executed only in the commands"
I0627 01:39:16.812070  1996 conversation_manager.go:437] Forwarding user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 01:39:16.812070  1996 server.go:1104] Sending user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 01:39:17.570153  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x729319cbad8d7fa8
I0627 01:39:23.411306  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe1b7b7acdc97cebc ResponseID: mf8-asjPHLKL7M8P06bZIQ
I0627 01:39:24.033089  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:39:24.033089  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:39:31.266112  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x66fa7ff97af72be7 ResponseID: of8-at28BeuK7M8PrdPEsAU
I0627 01:39:31.366109  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 319
I0627 01:39:31.495766  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:39:31.496769  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:39:34.588431  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=319, approved=true, sandboxOverride=false, persistGrants=[]
I0627 01:39:34.588431  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 319 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 01:39:42.885655  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x14dbab15f442a14 ResponseID: rv8-asXXBaDtkdUP2u_JqAE
I0627 01:39:43.047006  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:39:43.047006  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:39:47.439347  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x91e51acfc5ece745 ResponseID: sf8-aszZFbzLkdUPxIa58AI
I0627 01:39:47.801744  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:39:47.801744  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:39:50.684126  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x45bee6d67d7889de ResponseID: tv8-atLUBenNkdUP3ITEmQ0
I0627 01:39:51.029304  1996 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
I0627 01:39:51.043276  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 01:39:51.043608  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 01:43:32.729739  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe9ad67410dbc376e
I0627 01:49:32.746568  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x8ca0b95edf8d1e9c
I0627 01:49:33.465314  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x78c35f3215f2ea8a
I0627 01:55:32.720374  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xf2380af090910bd2
I0627 01:55:33.385983  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x295a250cfa0ae40a
I0627 02:01:32.650506  1996 browser.go:269] token refreshed, new expiry=2026-06-27 03:01:31.650506 +0300 EEST m=+16919.897969201
I0627 02:01:33.108119  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x1d72e9af0b144ef7
I0627 02:01:33.794426  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x46222d1a5abb157d
I0627 02:07:34.026521  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe94e8c0d00e483df
I0627 02:07:34.698599  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7090bf026932b99d
I0627 02:08:54.674089  1996 input_loop.go:34] HandleUserInput called with text: "Refactor all FluentValidation validators across the TakweneMusic.Application project to strictly perform pure structural/input validation without injecting or consuming IApplicationDbContext, and move all database-dependent existence and relational checks directly into their corresponding MediatR Handlers, throwing a FluentValidation ValidationException upon failure."
I0627 02:08:54.674744  1996 conversation_manager.go:437] Forwarding user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 02:08:54.674744  1996 server.go:1104] Sending user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 02:09:00.906151  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x17ef778bc24ccf41 ResponseID: igY_arT7NeK5kdUPqpKqEQ
I0627 02:09:01.162055  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:01.163051  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:05.540481  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9b5357e0f9261268 ResponseID: jwY_auaSJejinsEPk6iywQg
I0627 02:09:06.008630  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:06.009632  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:11.547158  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfa515b7aac4d4e0b ResponseID: lQY_avatGPmbkdUPpumLUQ
I0627 02:09:12.083470  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:12.083470  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:17.385865  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3e42a1e5694c6bb3 ResponseID: mwY_ar6xNqXqkdUPo6LMmA0
I0627 02:09:17.889020  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:17.889020  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:27.331711  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x19acfcef8e5fbaaa ResponseID: oQY_aseEO8Lmxs0PiriTsAU
I0627 02:09:27.642928  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:27.643931  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:33.145637  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5c9e710b8c1543dd ResponseID: qgY_asuPDMrk7M8P_8_nuAE
I0627 02:09:33.805147  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:33.805332  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:38.286767  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8cccd4719321bcbd ResponseID: sQY_asSQIfmbkdUPpumLUQ
I0627 02:09:38.746274  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:38.747274  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:44.432100  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x37299b8c2470b7fc ResponseID: twY_avqzKLTjkdUPkr_AkAE
I0627 02:09:44.909142  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:44.909142  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:49.642866  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x22df6b55cd627a7 ResponseID: vAY_aqPIPOnNkdUP5JrW4Q8
I0627 02:09:49.886081  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:49.887078  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:09:56.055766  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa217467517b19c70 ResponseID: wAY_apicH9aF7M8P0M_6SA
I0627 02:09:56.154440  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:09:56.154993  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:03.018448  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd970cf4705be00c0 ResponseID: yQY_aqnsJPTc7M8P-_7UoAU
I0627 02:10:03.442006  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:03.442006  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:07.430283  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x24ee028cd4031f65 ResponseID: zQY_apCfN5X3nsEPpfLuyQU
I0627 02:10:08.130844  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:08.130844  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:16.181347  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa69403f74a4b402f ResponseID: 1gY_apXmMsrk7M8P_8_nuAE
I0627 02:10:16.383854  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:16.384882  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:20.330959  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2b2da48c7423e9e0 ResponseID: 2gY_atu9NbWEkdUP2vu68Q4
I0627 02:10:21.120348  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:21.120348  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:27.707102  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x35df44c8840e9db7 ResponseID: 4gY_aqbPJqbk7M8PuqnA2Q0
I0627 02:10:28.136089  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:28.136089  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:31.886657  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x946e0541eee429c ResponseID: 5gY_asrkKPTc7M8P-_7UoAU
I0627 02:10:32.545534  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:32.546159  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
